,CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,OCCNO,SEATLOC,AGE,HEIGHT,WEIGHT,SEX,FETALMORT,ROLE,EYEWEAR,POSTURE,BELTUSE
18724,19496,11,81,1-11-2020-081-04,4,1,2,13,999,999,999,9,8,2,9,99,99
18725,19769,23,60,1-23-2020-060-01,1,2,1,11,34,999,999,2,8,1,9,99,99
18726,20191,29,176,1-29-2020-176-09,9,1,1,11,18,999,76,1,8,1,9,99,4
18727,20174,26,175,1-26-2020-175-09,9,2,4,98,2,61,8,2,8,2,0,10,0
18728,18952,26,126,1-26-2020-126-03,3,1,3,21,2,999,999,2,8,2,9,10,99
18729,16727,32,33,1-32-2020-033-02,2,3,1,11,51,999,999,1,8,1,9,99,4
18730,16922,31,21,1-31-2020-021-09,9,1,1,11,60,183,84,1,8,1,9,99,99
18731,19561,10,163,1-10-2020-163-09,9,2,2,13,36,999,999,1,8,2,9,99,99
18732,20364,32,199,1-32-2020-199-03,3,1,3,21,15,999,999,1,8,2,9,99,0
18733,19055,14,69,1-14-2020-069-03,3,3,4,33,7,999,999,1,8,2,9,99,4
18734,19214,77,87,1-77-2020-087-10,10,1,1,11,18,999,999,1,8,1,9,99,0
18735,18560,10,115,1-10-2020-115-08,8,1,1,11,21,999,999,2,8,1,9,99,4
18736,18661,25,84,1-25-2020-084-04,4,1,1,11,45,999,999,1,8,1,9,99,4
18737,19600,23,57,1-23-2020-057-01,1,2,1,11,17,999,999,1,8,1,9,99,99
18738,20101,19,181,1-19-2020-181-03,3,1,1,11,43,999,999,2,8,1,9,99,0
18739,20368,13,123,1-13-2020-123-01,1,2,1,11,24,999,999,1,8,1,9,99,0
18740,20450,22,151,1-22-2020-151-10,10,1,1,11,36,999,999,1,8,1,9,99,4
18741,19486,10,158,1-10-2020-158-09,9,1,1,11,18,999,999,2,8,1,9,99,4
18742,19705,15,112,1-15-2020-112-06,6,2,3,21,1,999,999,1,8,2,9,10,99
18743,16371,31,7,1-31-2020-007-09,9,2,1,11,47,999,999,1,8,1,9,99,99
18744,16503,27,10,1-27-2020-010-10,10,2,1,11,37,999,45,2,8,1,9,99,0
18745,16634,16,19,1-16-2020-019-07,7,1,1,11,31,999,999,2,8,1,9,99,99
18746,18756,27,63,1-27-2020-063-04,4,2,1,11,20,999,999,2,8,1,9,99,4
18747,18886,52,134,1-52-2020-134-03,3,1,2,13,30,999,999,2,8,2,9,99,4
18748,19149,28,73,1-28-2020-073-09,9,1,1,11,999,999,999,9,8,1,9,99,0
18749,19998,23,65,1-23-2020-065-03,3,1,1,11,65,999,999,2,8,1,9,99,99
18750,20430,32,200,1-32-2020-200-02,2,3,1,11,24,999,999,1,8,1,9,99,99
18751,17022,52,50,1-52-2020-050-04,4,2,2,13,72,180,79,1,8,2,0,0,4
18752,18035,24,88,1-24-2020-088-06,6,2,2,23,4,999,999,1,8,2,9,10,99
18753,18074,29,92,1-29-2020-092-06,6,1,2,13,44,999,999,1,8,2,9,99,0
18754,18219,24,95,1-24-2020-095-04,4,2,1,11,38,999,999,1,8,1,9,99,0
18755,19359,19,149,1-19-2020-149-02,2,1,2,13,999,999,999,2,8,2,9,99,4
18756,16481,18,11,1-18-2020-011-07,7,2,1,11,28,170,83,1,8,1,0,0,4
18757,16277,27,4,1-27-2020-004-04,4,1,3,23,16,173,82,1,8,2,0,0,4
18758,17055,19,45,1-19-2020-045-06,6,1,1,11,33,191,111,1,8,1,9,99,4
18759,17163,10,58,1-10-2020-058-10,10,1,2,21,4,91,17,1,8,2,0,10,14
18760,19329,23,51,1-23-2020-051-09,9,1,1,11,16,999,999,1,8,1,9,99,3
18761,16056,29,3,1-29-2020-003-04,4,2,4,21,2,81,11,1,8,2,0,10,14
18762,17062,20,21,1-20-2020-021-10,10,1,2,23,2,999,999,1,8,2,9,10,99
18763,17147,13,32,1-13-2020-032-03,3,2,1,11,60,999,999,2,8,1,9,99,99
18764,17408,18,28,1-18-2020-028-06,6,1,1,11,50,999,999,1,8,1,9,99,99
18765,17738,52,85,1-52-2020-085-06,6,2,1,11,35,999,999,2,8,1,9,99,4
18766,16257,59,2,1-59-2020-002-03,3,1,1,11,38,999,91,2,8,1,9,99,4
18767,16544,17,21,1-17-2020-021-03,3,1,2,13,22,999,999,2,8,2,9,99,4
18768,17071,76,28,1-76-2020-028-04,4,1,2,13,41,170,102,1,8,2,0,0,4
18769,17234,15,33,1-15-2020-033-03,3,1,1,11,26,999,999,1,8,1,9,99,4
18770,20054,10,188,1-10-2020-188-04,4,1,1,11,29,999,999,1,8,1,9,99,99
18771,20302,32,197,1-32-2020-197-05,5,2,2,13,17,999,999,1,8,2,9,99,4
18772,18017,30,72,1-30-2020-072-03,3,1,1,11,41,157,64,2,8,1,9,0,4
18773,19390,66,71,1-66-2020-071-09,9,2,1,11,78,999,999,1,8,1,9,99,4
18774,19034,29,131,1-29-2020-131-09,9,1,2,21,2,999,999,2,8,2,9,10,14
18775,16381,73,8,1-73-2020-008-10,10,1,1,11,54,999,999,1,8,1,9,0,4
18776,16470,17,15,1-17-2020-015-07,7,2,1,11,21,999,999,1,8,1,9,99,4
18777,16428,32,18,1-32-2020-018-03,3,2,1,11,67,999,999,1,8,1,9,99,4
18778,16755,19,33,1-19-2020-033-04,4,2,2,13,46,999,999,2,8,2,9,99,4
18779,19632,22,117,1-22-2020-117-10,10,1,1,11,26,175,77,1,8,1,1,0,4
18780,19679,32,162,1-32-2020-162-03,3,2,1,11,32,999,999,2,8,1,9,99,4
18781,19966,77,106,1-77-2020-106-03,3,1,1,11,51,999,999,2,8,1,9,99,4
18782,17322,23,19,1-23-2020-019-06,6,1,1,11,30,999,999,1,8,1,9,99,4
18783,17326,15,34,1-15-2020-034-09,9,1,2,13,52,999,999,1,8,2,9,99,99
18784,17874,31,37,1-31-2020-037-09,9,1,1,11,28,999,999,1,8,1,9,99,4
18785,18820,59,48,1-59-2020-048-02,2,1,4,23,999,999,999,9,8,2,9,99,99
18786,17252,54,9,1-54-2020-009-03,3,1,3,13,6,999,999,1,8,2,9,99,99
18787,17081,12,25,1-12-2020-025-07,7,2,1,11,51,999,999,1,8,1,9,99,99
18788,17779,27,40,1-27-2020-040-07,7,1,1,11,65,999,999,2,8,1,9,99,99
18789,18603,19,113,1-19-2020-113-07,7,1,1,11,38,999,999,1,8,1,9,99,4
18790,20197,30,166,1-30-2020-166-05,5,1,2,13,25,999,999,1,8,2,9,99,99
18791,18688,18,56,1-18-2020-056-06,6,2,1,11,50,999,999,1,8,1,9,99,4
18792,18837,19,128,1-19-2020-128-03,3,2,3,23,15,163,82,2,8,2,0,0,4
18793,18913,59,50,1-59-2020-050-02,2,1,2,13,999,999,999,1,8,2,9,99,99
18794,17756,73,40,1-73-2020-040-10,10,2,2,13,20,999,999,2,8,2,9,99,4
18795,18633,10,117,1-10-2020-117-07,7,1,1,11,23,999,999,2,8,1,9,99,4
18796,18655,28,60,1-28-2020-060-04,4,1,1,11,44,999,999,1,8,1,9,99,4
18797,18813,23,38,1-23-2020-038-06,6,1,1,11,22,999,999,1,8,1,9,99,4
18798,18903,24,128,1-24-2020-128-03,3,1,1,11,34,157,92,2,8,1,9,99,4
18799,19276,18,71,1-18-2020-071-04,4,1,1,11,35,170,75,2,8,1,0,0,4
18800,19811,10,173,1-10-2020-173-04,4,2,1,11,33,999,999,2,8,1,9,99,99
18801,19902,52,184,1-52-2020-184-06,6,1,1,11,999,999,999,9,8,1,9,99,0
18802,17048,33,25,1-33-2020-025-08,8,1,1,11,19,185,62,1,8,1,9,99,99
18803,17304,13,39,1-13-2020-039-10,10,2,1,11,24,999,999,1,8,1,9,99,99
18804,16994,10,50,1-10-2020-050-09,9,1,1,11,28,999,999,2,8,1,9,99,99
18805,17126,19,47,1-19-2020-047-02,2,1,2,13,26,999,999,1,8,2,9,99,99
18806,17585,33,43,1-33-2020-043-04,4,2,1,11,20,165,47,2,8,1,9,99,99
18807,17659,73,39,1-73-2020-039-04,4,2,4,23,18,999,999,1,8,2,9,99,4
18808,18051,32,90,1-32-2020-090-06,6,2,2,13,31,999,999,2,8,2,9,99,99
18809,17888,27,41,1-27-2020-041-04,4,1,1,11,43,999,999,1,8,1,9,99,0
18810,19590,52,170,1-52-2020-170-06,6,1,1,11,999,999,999,2,8,1,9,99,99
18811,20125,14,93,1-14-2020-093-03,3,1,1,11,70,999,62,2,8,1,9,99,4
18812,20144,10,191,1-10-2020-191-03,3,1,1,11,24,999,999,1,8,1,9,99,4
18813,20088,76,94,1-76-2020-094-10,10,1,1,11,44,999,999,1,8,1,9,99,99
18814,16489,21,15,1-21-2020-015-07,7,2,1,11,21,188,82,1,8,1,9,0,4
18815,16780,28,17,1-28-2020-017-10,10,1,1,11,34,170,82,1,8,1,0,0,4
18816,16803,10,41,1-10-2020-041-05,5,1,1,11,25,999,999,1,8,1,9,99,4
18817,18514,19,110,1-19-2020-110-01,1,2,1,11,37,999,999,2,8,1,9,99,4
18818,19047,77,82,1-77-2020-082-05,5,2,1,11,52,999,999,2,8,1,9,99,4
18819,19342,73,85,1-73-2020-085-03,3,2,2,13,77,999,999,2,8,2,9,99,99
18820,19487,10,159,1-10-2020-159-02,2,3,4,23,999,999,999,1,8,2,9,99,4
18821,17454,16,47,1-16-2020-047-02,2,1,1,11,36,999,999,1,8,1,9,99,4
18822,17655,25,48,1-25-2020-048-06,6,2,1,11,64,999,68,2,8,1,9,99,99
18823,20419,24,200,1-24-2020-200-10,10,1,1,11,73,999,999,2,8,1,9,99,99
18824,17328,15,36,1-15-2020-036-04,4,2,1,11,30,999,999,2,8,1,9,99,99
18825,17263,17,55,1-17-2020-055-07,7,1,1,11,999,999,999,9,8,1,9,99,99
18826,18201,10,100,1-10-2020-100-04,4,1,1,11,27,999,999,2,8,1,9,99,0
18827,16979,73,22,1-73-2020-022-06,6,1,1,11,47,999,999,1,8,1,9,99,99
18828,17800,20,36,1-20-2020-036-01,1,1,1,11,37,193,75,1,8,1,9,99,99
18829,20008,19,176,1-19-2020-176-07,7,1,1,11,31,999,999,2,8,1,9,99,0
18830,20194,26,179,1-26-2020-179-06,6,2,1,11,18,168,79,2,8,1,9,99,99
18831,18135,32,93,1-32-2020-093-03,3,1,2,23,1,999,999,1,8,2,9,10,14
18832,19167,59,53,1-59-2020-053-04,4,1,2,13,999,999,999,2,8,2,9,99,4
18833,16674,22,17,1-22-2020-017-06,6,1,2,13,78,999,999,2,8,2,9,99,4
18834,20454,18,98,1-18-2020-098-10,10,1,2,13,25,999,999,1,8,2,9,99,99
18835,19422,52,162,1-52-2020-162-07,7,2,1,11,57,999,999,2,8,1,9,99,99
18836,19749,48,70,1-48-2020-070-09,9,2,1,11,29,999,999,1,8,1,9,99,4
18837,20112,22,137,1-22-2020-137-04,4,2,2,22,7,999,999,2,8,2,9,99,4
18838,20227,16,124,1-16-2020-124-01,1,1,1,11,28,999,999,2,8,1,9,99,4
18839,16737,16,22,1-16-2020-022-05,5,1,2,13,31,999,999,2,8,2,9,99,0
18840,17712,27,38,1-27-2020-038-03,3,1,3,21,1,91,12,2,8,2,0,10,14
18841,18065,19,87,1-19-2020-087-04,4,1,1,11,33,185,87,1,8,1,0,0,4
18842,18457,21,93,1-21-2020-093-04,4,1,1,11,35,175,82,1,8,1,9,99,99
18843,16668,29,33,1-29-2020-033-04,4,2,1,11,31,999,999,2,8,1,9,99,4
18844,18361,21,89,1-21-2020-089-04,4,1,2,13,31,168,68,2,8,2,0,0,4
18845,18476,24,106,1-24-2020-106-03,3,1,1,11,92,999,999,1,8,1,9,99,4
18846,18810,25,88,1-25-2020-088-09,9,1,1,11,999,999,999,9,8,1,9,99,99
18847,16169,19,7,1-19-2020-007-02,2,1,1,11,41,999,999,1,8,1,9,99,0
18848,16280,77,14,1-77-2020-014-09,9,2,1,11,65,999,999,1,8,1,9,99,4
18849,16229,13,7,1-13-2020-007-10,10,2,1,11,22,999,999,1,8,1,9,99,99
18850,18095,30,73,1-30-2020-073-04,4,3,2,13,23,999,999,2,8,2,9,99,4
18851,18742,59,46,1-59-2020-046-04,4,2,1,11,21,999,67,2,8,1,9,99,99
18852,16985,77,34,1-77-2020-034-02,2,1,1,11,54,999,999,1,8,1,9,99,4
18853,17131,29,52,1-29-2020-052-09,9,1,1,11,999,999,999,9,8,1,9,99,99
18854,17369,25,41,1-25-2020-041-06,6,1,1,11,55,999,999,2,8,1,9,99,99
18855,17511,20,30,1-20-2020-030-08,8,1,1,11,65,193,113,1,8,1,9,99,4
18856,19249,73,82,1-73-2020-082-02,2,1,3,23,3,72,15,1,8,2,9,10,99
18857,18082,16,69,1-16-2020-069-03,3,1,1,11,38,999,999,1,8,1,9,99,4
18858,18963,10,134,1-10-2020-134-03,3,1,1,11,41,999,999,1,8,1,9,99,4
18859,16145,17,5,1-17-2020-005-07,7,1,1,11,26,999,999,1,8,1,9,99,4
18860,16884,77,32,1-77-2020-032-03,3,2,1,11,35,999,999,2,8,1,9,99,4
18861,19380,15,100,1-15-2020-100-04,4,2,1,11,32,999,999,1,8,1,9,99,99
18862,20442,76,102,1-76-2020-102-08,8,1,1,11,27,999,999,1,8,1,9,99,99
18863,18103,77,60,1-77-2020-060-02,2,2,1,11,81,999,999,1,8,1,9,99,4
18864,19640,32,161,1-32-2020-161-06,6,1,1,11,20,999,999,1,8,1,9,99,99
18865,19680,32,163,1-32-2020-163-08,8,2,1,11,28,999,999,1,8,1,9,99,0
18866,19404,10,156,1-10-2020-156-04,4,1,1,11,34,999,999,1,8,1,9,99,4
18867,19636,21,131,1-21-2020-131-02,2,1,2,13,25,999,999,2,8,2,9,99,4
18868,19776,19,167,1-19-2020-167-04,4,1,1,11,85,999,999,1,8,1,9,99,4
18869,18906,16,103,1-16-2020-103-05,5,2,1,11,25,999,999,1,8,1,9,99,99
18870,17560,21,57,1-21-2020-057-03,3,1,2,99,17,999,999,2,8,2,9,2,99
18871,19766,31,78,1-31-2020-078-03,3,1,2,13,19,999,999,1,8,2,9,99,99
18872,20117,21,158,1-21-2020-158-03,3,1,1,11,26,170,68,1,8,1,9,99,0
18873,18787,10,125,1-10-2020-125-07,7,1,1,11,34,999,999,2,8,1,9,99,4
18874,18829,27,66,1-27-2020-066-04,4,2,2,13,54,999,999,1,8,2,0,99,99
18875,19104,19,139,1-19-2020-139-07,7,1,2,23,2,999,999,2,8,2,9,10,99
18876,19169,13,92,1-13-2020-092-05,5,1,1,11,35,999,999,1,8,1,9,99,4
18877,16390,29,19,1-29-2020-019-09,9,1,2,13,77,150,54,2,8,2,1,0,4
18878,16602,77,24,1-77-2020-024-06,6,1,1,11,18,183,70,1,8,1,0,99,4
18879,16972,15,24,1-15-2020-024-04,4,1,1,11,30,999,999,1,8,1,9,99,99
18880,17731,24,75,1-24-2020-075-09,9,2,2,13,10,152,77,1,8,2,0,0,4
18881,17704,12,40,1-12-2020-040-03,3,2,1,11,53,999,999,1,8,1,9,99,99
18882,19029,24,133,1-24-2020-133-03,3,1,1,11,28,999,999,1,8,1,9,99,99
18883,19113,27,69,1-27-2020-069-07,7,1,1,11,62,999,999,2,8,1,9,99,4
18884,19580,11,82,1-11-2020-082-04,4,2,1,11,27,999,999,2,8,1,9,99,4
18885,19581,11,83,1-11-2020-083-09,9,1,1,11,38,170,91,2,8,1,1,99,0
18886,19884,10,179,1-10-2020-179-07,7,1,2,21,6,999,999,1,8,2,9,10,99
18887,20255,19,188,1-19-2020-188-07,7,1,3,21,15,999,999,2,8,2,9,99,4
18888,17902,20,40,1-20-2020-040-05,5,2,2,13,28,999,999,1,8,2,9,99,99
18889,16430,32,20,1-32-2020-020-05,5,1,1,11,30,999,999,1,8,1,9,99,0
18890,16524,24,26,1-24-2020-026-06,6,2,1,11,27,170,77,1,8,1,0,0,4
18891,16822,28,18,1-28-2020-018-03,3,1,2,13,999,180,79,1,8,2,0,0,4
18892,19688,66,80,1-66-2020-080-09,9,1,1,11,61,999,999,1,8,1,9,99,4
18893,19996,32,181,1-32-2020-181-03,3,1,1,11,33,999,999,2,8,1,9,99,4
18894,18508,31,47,1-31-2020-047-09,9,1,1,11,37,999,999,1,8,1,9,99,99
18895,18488,23,34,1-23-2020-034-02,2,1,1,11,82,999,999,1,8,1,9,99,99
18896,18934,29,125,1-29-2020-125-03,3,1,1,11,23,999,999,2,8,1,9,99,4
18897,16001,26,2,1-26-2020-002-03,3,1,1,11,28,173,77,1,8,1,9,99,4
18898,16417,11,9,1-11-2020-009-04,4,1,1,11,74,999,999,1,8,1,9,99,4
18899,17581,20,32,1-20-2020-032-02,2,1,4,13,16,999,999,1,8,2,9,99,99
18900,18136,32,94,1-32-2020-094-04,4,1,1,11,24,999,999,2,8,1,9,99,0
18901,17952,16,65,1-16-2020-065-06,6,2,1,11,39,999,999,1,8,1,9,99,4
18902,18600,18,54,1-18-2020-054-04,4,1,1,11,16,999,999,2,8,1,9,0,4
18903,19241,25,106,1-25-2020-106-09,9,1,1,11,78,160,84,1,8,1,9,99,99
18904,19804,26,156,1-26-2020-156-06,6,1,1,11,45,173,94,1,8,1,9,99,99
18905,17637,24,72,1-24-2020-072-09,9,2,2,13,35,999,999,1,8,2,9,99,99
18906,17580,17,68,1-17-2020-068-06,6,1,1,11,31,168,113,1,8,1,9,99,99
18907,16508,14,11,1-14-2020-011-04,4,2,1,11,24,999,999,2,8,1,9,99,99
18908,16542,32,25,1-32-2020-025-02,2,1,1,11,46,168,68,2,8,1,9,99,4
18909,16725,32,31,1-32-2020-031-03,3,2,1,11,32,168,82,2,8,1,9,99,99
18910,19127,30,124,1-30-2020-124-04,4,2,1,11,25,999,999,2,8,1,9,99,99
18911,19158,23,46,1-23-2020-046-03,3,2,1,11,73,999,999,2,8,1,9,99,99
18912,20143,10,190,1-10-2020-190-10,10,1,1,11,21,999,999,1,8,1,9,99,4
18913,17040,23,12,1-23-2020-012-04,4,3,1,11,25,999,999,2,8,1,9,99,99
18914,17306,26,59,1-26-2020-059-01,1,5,1,11,44,185,82,1,8,1,9,99,99
18915,17678,19,71,1-19-2020-071-01,1,2,1,11,30,999,999,1,8,1,9,99,0
18916,17839,66,38,1-66-2020-038-04,4,1,1,11,16,999,999,1,8,1,9,99,99
18917,16160,24,9,1-24-2020-009-09,9,1,3,21,17,999,999,1,8,2,9,0,0
18918,16256,24,13,1-24-2020-013-04,4,1,1,11,43,173,102,1,8,1,0,0,4
18919,16212,76,6,1-76-2020-006-07,7,1,2,13,15,999,999,1,8,2,9,99,4
18920,16805,11,17,1-11-2020-017-03,3,1,1,11,16,999,999,1,8,1,9,99,99
18921,18692,29,115,1-29-2020-115-04,4,1,1,11,19,999,999,2,8,1,9,99,4
18922,19588,52,168,1-52-2020-168-03,3,1,1,11,59,175,86,1,8,1,3,0,4
18923,19846,66,82,1-66-2020-082-10,10,1,1,11,999,999,999,1,8,1,9,99,99
18924,17157,23,15,1-23-2020-015-04,4,1,1,11,18,999,999,1,8,1,9,99,99
18925,17547,54,12,1-54-2020-012-09,9,1,1,11,34,999,999,2,8,1,9,99,99
18926,17772,26,80,1-26-2020-080-03,3,1,1,11,20,152,68,2,8,1,9,99,99
18927,17887,15,50,1-15-2020-050-05,5,1,1,11,55,160,66,1,8,1,9,99,99
18928,16390,29,19,1-29-2020-019-09,9,2,3,23,5,999,999,2,8,2,9,10,14
18929,16480,18,10,1-18-2020-010-03,3,2,2,13,22,999,999,2,8,2,9,99,4
18930,17160,10,55,1-10-2020-055-07,7,1,1,11,33,999,999,1,8,1,9,99,4
18931,17521,77,45,1-77-2020-045-05,5,1,1,11,20,999,999,2,8,1,9,99,4
18932,17574,15,39,1-15-2020-039-04,4,2,2,13,41,999,999,2,8,2,9,99,99
18933,17704,12,40,1-12-2020-040-03,3,1,5,23,18,999,999,1,8,2,9,99,99
18934,18558,10,113,1-10-2020-113-07,7,1,3,99,14,999,999,2,8,2,9,99,99
18935,19391,25,112,1-25-2020-112-09,9,1,1,11,59,999,999,1,8,1,9,99,0
18936,16091,24,5,1-24-2020-005-09,9,1,1,11,34,999,999,2,8,1,9,99,4
18937,17236,18,24,1-18-2020-024-03,3,1,1,11,87,999,999,1,8,1,9,99,99
18938,17798,30,62,1-30-2020-062-03,3,1,2,23,27,999,999,2,8,2,9,99,4
18939,19844,12,94,1-12-2020-094-02,2,1,2,13,27,183,73,1,8,2,0,99,4
18940,19317,24,151,1-24-2020-151-03,3,2,3,21,24,999,999,1,8,2,9,99,99
18941,16124,18,3,1-18-2020-003-10,10,2,1,11,17,173,50,1,8,1,1,0,4
18942,16757,19,35,1-19-2020-035-07,7,1,1,11,30,183,84,1,8,1,0,0,0
18943,17260,14,28,1-14-2020-028-06,6,1,1,11,999,999,999,1,8,1,9,99,99
18944,17871,33,51,1-33-2020-051-04,4,1,2,13,56,163,999,2,8,2,0,0,4
18945,17803,76,43,1-76-2020-043-10,10,1,1,11,56,999,999,2,8,1,9,99,99
18946,20364,32,199,1-32-2020-199-03,3,1,5,23,15,999,999,1,8,2,9,99,0
18947,18391,17,87,1-17-2020-087-08,8,1,1,11,26,999,999,2,8,1,9,99,4
18948,18999,13,87,1-13-2020-087-05,5,1,1,11,29,999,999,2,8,1,9,99,4
18949,20114,22,139,1-22-2020-139-07,7,1,1,11,19,999,999,2,8,1,9,99,4
18950,19450,31,70,1-31-2020-070-04,4,1,1,11,28,999,999,1,8,1,9,99,4
18951,19629,30,143,1-30-2020-143-02,2,2,1,11,62,175,86,1,8,1,0,0,4
18952,19773,33,71,1-33-2020-071-03,3,1,1,11,18,168,60,2,8,1,9,99,4
18953,16217,33,2,1-33-2020-002-03,3,1,1,11,43,180,77,1,8,1,9,99,4
18954,16334,14,7,1-14-2020-007-03,3,1,1,11,39,999,999,1,8,1,9,99,0
18955,16794,10,42,1-10-2020-042-03,3,2,3,23,18,999,999,1,8,2,9,99,4
18956,16907,48,18,1-48-2020-018-03,3,1,4,23,22,999,999,2,8,2,9,99,4
18957,17327,15,35,1-15-2020-035-10,10,1,1,11,61,999,999,1,8,1,9,99,99
18958,17380,29,64,1-29-2020-064-08,8,1,1,11,35,999,999,1,8,1,9,99,99
18959,17575,15,40,1-15-2020-040-05,5,2,1,11,52,999,999,2,8,1,9,99,99
18960,18129,28,47,1-28-2020-047-04,4,1,1,11,18,183,82,1,8,1,0,0,0
18961,19017,30,119,1-30-2020-119-03,3,2,1,11,80,999,999,1,8,1,9,99,4
18962,16224,21,6,1-21-2020-006-05,5,2,3,23,8,999,999,2,8,2,9,99,99
18963,16409,25,12,1-25-2020-012-07,7,1,1,11,19,999,999,1,8,1,9,99,4
18964,16551,27,12,1-27-2020-012-10,10,1,2,13,25,999,999,1,8,2,9,99,99
18965,16562,29,27,1-29-2020-027-07,7,2,1,11,19,999,999,2,8,1,9,99,0
18966,17408,18,28,1-18-2020-028-06,6,1,3,21,18,999,999,1,8,2,9,99,99
18967,17565,26,71,1-26-2020-071-03,3,1,1,11,35,170,73,1,8,1,9,99,99
18968,16889,17,37,1-17-2020-037-10,10,2,1,11,23,999,999,2,8,1,9,99,99
18969,17082,12,26,1-12-2020-026-07,7,1,1,11,999,999,999,9,8,1,9,99,99
18970,19558,29,156,1-29-2020-156-10,10,1,2,13,21,999,999,1,8,2,9,99,99
18971,19537,15,107,1-15-2020-107-07,7,1,1,11,24,160,86,2,8,1,0,0,4
18972,19983,24,184,1-24-2020-184-04,4,2,3,21,20,999,999,2,8,2,9,99,99
18973,19903,52,185,1-52-2020-185-07,7,2,1,11,69,999,999,1,8,1,9,99,4
18974,18593,13,77,1-13-2020-077-04,4,1,1,11,49,999,999,1,8,1,9,99,4
18975,19284,26,138,1-26-2020-138-04,4,2,1,11,50,188,102,1,8,1,9,0,4
18976,19338,32,151,1-32-2020-151-06,6,2,2,13,74,170,82,1,8,2,0,0,4
18977,18849,22,91,1-22-2020-091-07,7,2,1,11,20,999,999,1,8,1,0,99,4
18978,19657,11,85,1-11-2020-085-02,2,1,1,11,48,999,999,1,8,1,9,99,4
18979,19669,28,85,1-28-2020-085-03,3,2,1,11,62,999,999,1,8,1,9,99,99
18980,17694,15,42,1-15-2020-042-04,4,1,1,11,23,999,999,2,8,1,9,99,99
18981,17710,17,71,1-17-2020-071-05,5,1,4,23,21,999,999,1,8,2,9,99,99
18982,16983,30,29,1-30-2020-029-05,5,2,3,21,6,999,999,2,8,2,9,10,99
18983,16738,16,23,1-16-2020-023-02,2,1,1,11,64,193,91,1,8,1,1,0,4
18984,17316,33,32,1-33-2020-032-03,3,1,1,11,65,191,102,1,8,1,9,99,99
18985,19619,76,82,1-76-2020-082-04,4,1,3,21,15,175,91,1,8,2,1,0,4
18986,19321,16,113,1-16-2020-113-02,2,2,1,11,27,999,999,2,8,1,9,99,99
18987,18821,66,58,1-66-2020-058-09,9,1,2,13,24,999,999,1,8,2,9,99,0
18988,16405,21,11,1-21-2020-011-04,4,1,2,13,33,168,91,1,8,2,0,0,0
18989,16777,21,25,1-21-2020-025-03,3,1,1,11,37,175,94,1,8,1,0,0,0
18990,17938,52,93,1-52-2020-093-07,7,1,1,11,18,999,999,2,8,1,9,99,0
18991,18510,12,60,1-12-2020-060-07,7,2,2,13,42,999,999,1,8,2,9,99,4
18992,19872,30,153,1-30-2020-153-02,2,2,2,13,30,999,999,2,8,2,9,99,99
18993,18031,17,80,1-17-2020-080-10,10,2,1,11,78,999,999,1,8,1,9,99,4
18994,18327,32,99,1-32-2020-099-03,3,2,2,13,18,999,999,2,8,2,9,99,99
18995,18706,73,66,1-73-2020-066-06,6,1,2,13,15,999,999,2,8,2,9,99,4
18996,17622,10,77,1-10-2020-077-09,9,1,3,99,31,999,999,1,8,2,9,99,99
18997,16277,27,4,1-27-2020-004-04,4,1,2,13,16,157,59,2,8,2,1,0,4
18998,16984,77,33,1-77-2020-033-02,2,1,1,11,18,999,999,1,8,1,9,99,4
18999,17698,33,45,1-33-2020-045-02,2,1,2,13,18,999,999,2,8,2,9,99,99
19000,19195,15,93,1-15-2020-093-07,7,2,1,11,65,999,999,2,8,1,9,99,99
19001,20349,24,198,1-24-2020-198-02,2,1,1,11,54,999,999,2,8,1,9,99,4
19002,18607,20,57,1-20-2020-057-06,6,2,1,11,18,168,58,2,8,1,9,99,4
19003,18665,13,79,1-13-2020-079-03,3,1,3,21,32,999,999,1,8,2,9,99,4
19004,19667,52,175,1-52-2020-175-10,10,2,1,11,18,999,999,1,8,1,9,99,4
19005,16101,73,2,1-73-2020-002-07,7,1,3,23,1,76,12,1,8,2,9,10,14
19006,16235,10,9,1-10-2020-009-04,4,2,1,11,43,999,999,1,8,1,9,99,99
19007,18584,66,51,1-66-2020-051-06,6,1,2,13,15,999,999,1,8,2,9,99,99
19008,20247,52,202,1-52-2020-202-09,9,1,1,11,999,999,999,9,8,1,9,99,99
19009,20299,16,127,1-16-2020-127-01,1,1,1,11,39,999,999,2,8,1,9,99,4
19010,20490,26,191,1-26-2020-191-01,1,2,1,11,59,178,70,1,8,1,9,99,99
19011,19652,14,80,1-14-2020-080-01,1,2,1,11,19,183,70,1,8,1,0,0,4
19012,16224,21,6,1-21-2020-006-05,5,2,1,11,43,157,50,2,8,1,9,99,99
19013,17063,13,28,1-13-2020-028-03,3,2,1,11,26,999,999,2,8,1,9,99,99
19014,17970,76,44,1-76-2020-044-04,4,1,1,11,36,999,999,2,8,1,9,99,4
19015,17558,21,55,1-21-2020-055-04,4,1,1,11,33,188,111,1,8,1,0,0,4
19016,18828,27,65,1-27-2020-065-03,3,1,1,11,22,188,82,1,8,1,0,0,0
19017,19800,22,125,1-22-2020-125-04,4,1,1,11,45,999,999,1,8,1,9,99,4
19018,19946,21,148,1-21-2020-148-03,3,2,1,11,41,185,102,1,8,1,0,0,4
