CASEID,PSU,CASENO,CASENUMBER,CATEGORY,EVENTNO,VEHNUM,CLASS1,GAD1,CLASS2,GAD2
13446,17,38,1-17-2019-038-06,6,1,1,1,F,2,B
13449,12,24,1-12-2019-024-03,3,1,1,3,F,0,0
13449,12,24,1-12-2019-024-03,3,2,1,3,F,0,0
13448,17,40,1-17-2019-040-07,7,1,1,4,F,4,B
13450,11,37,1-11-2019-037-03,3,1,1,4,F,14,L
13450,11,37,1-11-2019-037-03,3,2,2,14,F,0,0
13451,29,38,1-29-2019-038-06,6,1,1,2,L,2,F
13461,22,34,1-22-2019-034-06,6,1,1,14,F,3,F
13456,33,37,1-33-2019-037-10,10,1,1,2,F,0,0
13463,22,36,1-22-2019-036-03,3,1,1,14,F,60,F
13459,13,28,1-13-2019-028-09,9,1,1,4,R,3,L
13460,13,29,1-13-2019-029-07,7,1,1,14,F,1,L
13462,22,35,1-22-2019-035-05,5,1,1,5,F,68,B
13462,22,35,1-22-2019-035-05,5,2,1,5,N,0,N
13452,29,39,1-29-2019-039-03,3,1,1,14,F,0,0
13467,33,38,1-33-2019-038-06,6,1,1,3,F,3,B
13453,29,40,1-29-2019-040-04,4,1,1,15,R,2,B
13458,18,20,1-18-2019-020-06,6,2,1,14,T,0,N
13458,18,20,1-18-2019-020-06,6,1,1,14,L,0,0
13466,21,38,1-21-2019-038-05,5,1,1,31,F,2,B
13465,21,37,1-21-2019-037-08,8,1,1,2,T,0,N
13466,21,38,1-21-2019-038-05,5,2,2,2,9,0,0
13470,31,21,1-31-2019-021-05,5,1,1,4,L,0,0
13471,26,42,1-26-2019-042-08,8,1,1,14,T,0,N
13471,26,42,1-26-2019-042-08,8,2,1,14,L,0,0
13443,26,41,1-26-2019-041-09,9,1,1,14,F,60,D
13442,26,40,1-26-2019-040-07,7,1,1,4,F,30,B
13468,30,37,1-30-2019-037-07,7,1,1,2,F,4,B
13444,15,28,1-15-2019-028-06,6,1,1,2,L,14,F
13445,15,29,1-15-2019-029-02,2,1,1,3,R,2,F
13445,15,29,1-15-2019-029-02,2,2,2,2,F,3,B
13472,32,42,1-32-2019-042-03,3,1,1,14,L,31,F
13472,32,42,1-32-2019-042-03,3,2,1,14,L,31,R
13457,18,19,1-18-2019-019-03,3,1,1,3,R,4,F
13457,18,19,1-18-2019-019-03,3,2,1,3,F,3,F
13454,20,21,1-20-2019-021-04,4,1,1,4,F,20,B
13454,20,21,1-20-2019-021-04,4,2,2,20,F,4,B
13469,30,38,1-30-2019-038-04,4,1,1,3,L,3,R
13469,30,38,1-30-2019-038-04,4,2,1,3,F,0,0
13469,30,38,1-30-2019-038-04,4,4,1,3,F,0,0
13469,30,38,1-30-2019-038-04,4,5,1,3,F,0,0
13469,30,38,1-30-2019-038-04,4,3,1,3,F,0,0
13469,30,38,1-30-2019-038-04,4,6,1,3,F,0,0
13423,10,16,1-10-2019-016-10,10,1,1,3,F,14,R
13473,32,43,1-32-2019-043-09,9,1,1,4,F,30,F
12999,54,11,1-54-2019-011-09,9,2,3,3,F,0,0
13477,24,42,1-24-2019-042-07,7,1,1,20,F,15,B
13478,24,43,1-24-2019-043-03,3,1,1,14,F,3,B
13479,24,44,1-24-2019-044-06,6,1,1,14,F,0,0
13479,24,44,1-24-2019-044-06,6,3,1,14,T,0,N
13479,24,44,1-24-2019-044-06,6,5,1,14,B,0,0
13479,24,44,1-24-2019-044-06,6,2,1,14,L,0,0
13479,24,44,1-24-2019-044-06,6,4,1,14,9,0,0
13485,73,22,1-73-2019-022-04,4,1,1,3,F,0,0
13474,11,38,1-11-2019-038-02,2,1,1,30,L,3,F
13474,11,38,1-11-2019-038-02,2,2,1,30,L,3,R
13474,11,38,1-11-2019-038-02,2,3,1,30,F,0,0
13486,73,23,1-73-2019-023-04,4,1,1,14,L,0,0
13487,28,18,1-28-2019-018-03,3,1,1,15,F,0,0
13489,25,23,1-25-2019-023-02,2,1,1,14,F,3,B
13489,25,23,1-25-2019-023-02,2,3,1,14,F,0,0
13489,25,23,1-25-2019-023-02,2,2,2,3,F,30,B
13494,66,24,1-66-2019-024-10,10,1,1,14,F,0,0
13484,59,33,1-59-2019-033-05,5,1,1,31,F,20,L
13493,52,14,1-52-2019-014-03,3,1,1,15,F,14,B
13481,77,37,1-77-2019-037-06,6,1,1,14,F,3,L
13481,77,37,1-77-2019-037-06,6,2,1,14,F,3,L
13481,77,37,1-77-2019-037-06,6,3,1,14,R,0,0
13495,32,44,1-32-2019-044-08,8,1,2,4,L,48,F
13495,32,44,1-32-2019-044-08,8,2,2,4,F,0,0
13482,77,38,1-77-2019-038-01,1,1,1,30,R,1,F
13483,77,39,1-77-2019-039-10,10,1,1,4,R,0,0
13497,32,46,1-32-2019-046-09,9,1,1,31,F,15,R
13501,12,25,1-12-2019-025-03,3,1,1,15,F,14,R
13501,12,25,1-12-2019-025-03,3,2,1,15,L,14,R
13501,12,25,1-12-2019-025-03,3,3,1,15,F,2,L
13499,16,24,1-16-2019-024-09,9,1,1,4,R,0,0
13491,54,21,1-54-2019-021-08,8,1,1,4,F,0,0
13491,54,21,1-54-2019-021-08,8,2,1,4,F,0,0
13502,76,17,1-76-2019-017-04,4,1,1,14,F,78,L
13492,54,22,1-54-2019-022-06,6,1,1,4,F,31,F
13504,27,23,1-27-2019-023-07,7,1,1,30,F,4,R
13505,27,24,1-27-2019-024-06,6,1,1,14,F,14,F
13498,16,23,1-16-2019-023-06,6,1,1,14,R,3,F
13498,16,23,1-16-2019-023-06,6,2,1,14,F,0,0
13508,48,21,1-48-2019-021-03,3,2,1,1,F,0,0
13508,48,21,1-48-2019-021-03,3,1,1,1,R,0,0
13508,48,21,1-48-2019-021-03,3,3,1,1,F,0,0
13507,19,23,1-19-2019-023-06,6,1,1,20,F,4,L
13506,10,18,1-10-2019-018-02,2,1,1,4,F,0,0
13509,48,22,1-48-2019-022-03,3,1,1,4,F,0,0
13518,76,19,1-76-2019-019-10,10,1,1,14,F,3,F
13518,76,19,1-76-2019-019-10,10,2,1,14,B,3,R
13522,22,37,1-22-2019-037-07,7,1,1,2,F,39,B
13510,17,41,1-17-2019-041-02,2,1,1,3,L,0,0
13510,17,41,1-17-2019-041-02,2,2,1,3,F,0,0
13512,17,43,1-17-2019-043-07,7,1,1,14,R,4,F
13524,22,39,1-22-2019-039-04,4,1,1,15,L,0,0
13511,17,42,1-17-2019-042-06,6,1,1,4,F,2,B
13513,20,22,1-20-2019-022-02,2,1,1,5,F,4,L
13513,20,22,1-20-2019-022-02,2,2,2,4,F,31,L
13513,20,22,1-20-2019-022-02,2,4,2,4,F,0,0
13513,20,22,1-20-2019-022-02,2,3,3,31,L,0,0
13519,33,39,1-33-2019-039-04,4,1,1,68,F,60,B
13519,33,39,1-33-2019-039-04,4,2,1,68,F,14,R
13519,33,39,1-33-2019-039-04,4,4,1,68,R,14,F
13519,33,39,1-33-2019-039-04,4,3,2,60,F,5,R
13530,31,23,1-31-2019-023-08,8,1,1,3,F,0,0
13530,31,23,1-31-2019-023-08,8,2,1,3,F,0,0
13530,31,23,1-31-2019-023-08,8,3,1,3,R,0,0
13526,26,44,1-26-2019-044-03,3,1,1,2,F,30,B
13520,33,40,1-33-2019-040-09,9,1,1,1,F,0,0
13515,29,41,1-29-2019-041-03,3,1,1,4,F,3,R
13515,29,41,1-29-2019-041-03,3,2,1,4,F,0,0
13516,29,42,1-29-2019-042-05,5,1,1,3,L,14,F
13516,29,42,1-29-2019-042-05,5,2,1,3,B,30,B
13516,29,42,1-29-2019-042-05,5,3,2,14,R,0,0
13528,18,21,1-18-2019-021-03,3,1,1,4,F,0,0
13528,18,21,1-18-2019-021-03,3,2,1,4,F,0,0
13528,18,21,1-18-2019-021-03,3,3,1,4,F,0,0
13528,18,21,1-18-2019-021-03,3,4,1,4,F,0,0
13521,33,41,1-33-2019-041-03,3,1,1,3,F,2,L
13527,26,45,1-26-2019-045-03,3,1,1,3,L,3,F
13533,25,25,1-25-2019-025-07,7,1,1,2,F,4,B
13517,29,43,1-29-2019-043-07,7,1,1,31,R,20,L
13517,29,43,1-29-2019-043-07,7,2,1,31,L,0,0
13517,29,43,1-29-2019-043-07,7,3,1,31,R,0,0
13476,11,40,1-11-2019-040-07,7,1,1,3,B,1,F
13517,29,43,1-29-2019-043-07,7,4,2,20,R,0,0
13480,11,41,1-11-2019-041-05,5,1,1,1,F,15,B
13480,11,41,1-11-2019-041-05,5,2,2,15,F,14,B
13480,11,41,1-11-2019-041-05,5,3,3,14,F,3,B
13535,13,31,1-13-2019-031-02,2,3,1,4,F,0,0
13535,13,31,1-13-2019-031-02,2,1,1,4,F,0,0
13535,13,31,1-13-2019-031-02,2,2,1,4,F,0,0
13537,30,39,1-30-2019-039-03,3,1,1,14,R,14,F
13538,30,40,1-30-2019-040-03,3,1,1,90,L,14,F
13514,32,47,1-32-2019-047-03,3,1,1,68,R,4,L
13538,30,40,1-30-2019-040-03,3,2,2,14,F,0,0
13534,13,30,1-13-2019-030-04,4,1,1,3,F,4,B
13514,32,47,1-32-2019-047-03,3,2,2,4,F,0,0
13539,30,41,1-30-2019-041-02,2,1,1,5,R,4,F
13531,15,30,1-15-2019-030-02,2,1,1,5,F,5,F
13531,15,30,1-15-2019-030-02,2,2,1,5,R,5,L
13500,14,22,1-14-2019-022-04,4,1,1,68,F,31,R
13547,31,24,1-31-2019-024-04,4,1,1,3,F,0,0
13548,22,40,1-22-2019-040-10,10,1,1,2,F,0,0
13548,22,40,1-22-2019-040-10,10,2,1,2,L,0,N
13548,22,40,1-22-2019-040-10,10,3,1,2,T,0,0
13442,26,40,1-26-2019-040-07,7,2,2,30,F,14,B
13526,26,44,1-26-2019-044-03,3,2,2,30,F,3,B
13532,26,46,1-26-2019-046-10,10,1,1,68,R,3,L
13532,26,46,1-26-2019-046-10,10,2,2,3,F,0,0
13560,24,47,1-24-2019-047-06,6,1,1,20,F,60,L
13559,24,46,1-24-2019-046-03,3,1,1,14,F,14,R
13559,24,46,1-24-2019-046-03,3,2,2,14,T,0,N
13559,24,46,1-24-2019-046-03,3,3,2,14,R,0,0
13558,24,45,1-24-2019-045-03,3,1,1,14,F,3,L
13561,11,42,1-11-2019-042-10,10,1,1,31,R,14,F
13563,77,41,1-77-2019-041-06,6,1,1,2,L,4,F
13563,77,41,1-77-2019-041-06,6,2,1,2,F,0,0
13562,77,40,1-77-2019-040-10,10,1,1,2,R,5,F
13562,77,40,1-77-2019-040-10,10,2,1,2,F,0,0
13564,77,42,1-77-2019-042-09,9,1,1,1,L,30,F
13564,77,42,1-77-2019-042-09,9,2,1,1,U,0,0
13565,28,20,1-28-2019-020-06,6,1,1,14,F,0,0
13566,73,24,1-73-2019-024-04,4,1,1,14,L,0,0
13566,73,24,1-73-2019-024-04,4,2,1,14,L,0,0
13567,48,23,1-48-2019-023-06,6,1,1,4,F,2,F
13567,48,23,1-48-2019-023-06,6,2,1,4,R,2,B
13571,54,23,1-54-2019-023-03,3,1,1,31,F,0,0
13579,16,25,1-16-2019-025-06,6,1,1,3,F,14,F
13572,12,26,1-12-2019-026-04,4,1,1,50,L,2,F
13581,52,15,1-52-2019-015-07,7,1,1,3,L,31,F
13584,32,50,1-32-2019-050-07,7,1,1,4,L,0,0
13584,32,50,1-32-2019-050-07,7,2,1,4,F,0,0
13568,59,34,1-59-2019-034-08,8,1,1,5,L,0,N
13568,59,34,1-59-2019-034-08,8,2,1,5,B,0,0
13568,59,34,1-59-2019-034-08,8,3,1,5,B,0,0
13575,32,49,1-32-2019-049-09,9,1,1,3,R,2,F
13575,32,49,1-32-2019-049-09,9,2,1,3,R,2,F
13573,12,27,1-12-2019-027-10,10,1,1,31,F,0,0
13573,12,27,1-12-2019-027-10,10,2,1,31,L,0,N
13577,14,23,1-14-2019-023-07,7,1,1,4,R,31,F
13577,14,23,1-14-2019-023-07,7,2,1,4,F,3,L
13582,52,16,1-52-2019-016-03,3,1,1,15,F,0,0
13582,52,16,1-52-2019-016-03,3,2,1,15,F,0,0
13583,76,20,1-76-2019-020-05,5,1,1,3,F,0,0
13583,76,20,1-76-2019-020-05,5,2,1,3,F,0,0
13588,19,24,1-19-2019-024-06,6,1,1,3,F,20,B
13589,19,25,1-19-2019-025-07,7,1,1,15,F,4,R
13592,31,26,1-31-2019-026-01,1,1,1,15,F,4,F
13592,31,26,1-31-2019-026-01,1,2,1,15,T,0,N
13593,66,26,1-66-2019-026-09,9,2,2,3,F,2,B
13593,66,26,1-66-2019-026-09,9,1,3,30,F,3,B
13593,66,26,1-66-2019-026-09,9,3,4,31,F,30,B
13601,17,45,1-17-2019-045-01,1,1,1,2,T,0,N
13594,26,47,1-26-2019-047-09,9,1,1,15,F,0,0
13594,26,47,1-26-2019-047-09,9,2,1,15,T,0,0
13594,26,47,1-26-2019-047-09,9,3,1,15,L,0,0
13599,22,43,1-22-2019-043-09,9,1,1,2,F,31,B
13602,17,46,1-17-2019-046-02,2,1,1,4,F,14,L
13602,17,46,1-17-2019-046-02,2,2,2,14,R,3,L
13600,17,44,1-17-2019-044-07,7,1,1,3,F,0,0
13596,26,49,1-26-2019-049-02,2,1,1,30,F,4,B
13596,26,49,1-26-2019-049-02,2,2,2,4,F,2,B
13596,26,49,1-26-2019-049-02,2,3,3,2,F,4,B
13597,22,41,1-22-2019-041-10,10,1,1,15,F,0,0
13611,33,42,1-33-2019-042-06,6,1,1,14,F,0,0
13587,13,35,1-13-2019-035-05,5,1,2,5,F,68,B
13614,20,23,1-20-2019-023-06,6,1,1,4,F,0,0
13614,20,23,1-20-2019-023-06,6,2,1,4,T,0,N
13612,33,43,1-33-2019-043-07,7,3,1,4,F,0,0
13612,33,43,1-33-2019-043-07,7,1,1,4,B,0,0
13612,33,43,1-33-2019-043-07,7,2,1,4,L,0,0
13609,32,48,1-32-2019-048-06,6,1,1,3,F,0,0
13609,32,48,1-32-2019-048-06,6,2,1,3,L,0,0
13613,33,44,1-33-2019-044-08,8,1,1,15,T,0,N
13617,21,39,1-21-2019-039-02,2,1,1,4,R,0,0
13617,21,39,1-21-2019-039-02,2,2,1,4,T,0,N
13607,29,46,1-29-2019-046-09,9,1,1,20,R,3,F
13618,30,42,1-30-2019-042-10,10,1,1,3,F,3,R
13619,30,43,1-30-2019-043-03,3,1,1,1,F,30,B
13620,30,44,1-30-2019-044-02,2,1,1,14,F,31,B
13595,26,48,1-26-2019-048-10,10,1,1,2,F,0,0
13595,26,48,1-26-2019-048-10,10,2,1,2,F,0,0
13595,26,48,1-26-2019-048-10,10,3,1,2,R,0,0
13569,10,19,1-10-2019-019-08,8,2,1,14,F,0,0
13569,10,19,1-10-2019-019-08,8,4,1,14,R,0,0
13569,10,19,1-10-2019-019-08,8,3,1,14,R,0,0
13569,10,19,1-10-2019-019-08,8,1,1,14,F,0,0
13570,10,20,1-10-2019-020-06,6,1,1,5,F,3,R
13570,10,20,1-10-2019-020-06,6,2,1,5,F,3,R
13608,27,25,1-27-2019-025-07,7,1,1,21,L,4,F
13604,15,32,1-15-2019-032-02,2,1,1,4,F,15,B
13622,25,27,1-25-2019-027-06,6,1,1,3,L,14,F
13622,25,27,1-25-2019-027-06,6,2,1,3,L,14,F
13615,18,22,1-18-2019-022-08,8,2,1,31,T,0,N
13615,18,22,1-18-2019-022-08,8,1,1,31,L,0,0
13615,18,22,1-18-2019-022-08,8,3,1,31,R,0,0
13615,18,22,1-18-2019-022-08,8,4,1,31,T,0,0
13616,18,23,1-18-2019-023-10,10,1,1,31,T,0,N
13610,15,33,1-15-2019-033-07,7,1,1,4,F,0,0
13610,15,33,1-15-2019-033-07,7,2,1,4,L,0,0
13623,14,25,1-14-2019-025-09,9,1,1,31,F,68,B
13585,13,33,1-13-2019-033-09,9,1,1,3,F,3,B
13624,22,44,1-22-2019-044-09,9,1,1,3,F,15,B
13624,22,44,1-22-2019-044-09,9,2,2,15,F,2,B
13606,29,45,1-29-2019-045-10,10,1,1,30,F,0,0
13606,29,45,1-29-2019-045-10,10,2,1,30,F,0,0
13536,13,32,1-13-2019-032-03,3,1,1,4,L,14,F
13586,13,34,1-13-2019-034-09,9,1,1,3,F,0,0
13633,24,48,1-24-2019-048-02,2,1,1,5,F,0,0
13634,24,49,1-24-2019-049-03,3,1,1,14,F,14,R
13635,24,50,1-24-2019-050-06,6,1,1,4,F,4,L
13631,11,44,1-11-2019-044-03,3,1,1,15,F,4,B
13631,11,44,1-11-2019-044-03,3,2,2,4,F,1,B
13639,73,25,1-73-2019-025-04,4,1,1,4,F,80,9
13640,73,26,1-73-2019-026-09,9,1,1,31,F,0,0
13640,73,26,1-73-2019-026-09,9,2,1,31,T,0,0
13640,73,26,1-73-2019-026-09,9,3,1,31,F,0,0
13640,73,26,1-73-2019-026-09,9,4,1,31,R,0,0
13640,73,26,1-73-2019-026-09,9,5,1,31,F,0,0
13640,73,26,1-73-2019-026-09,9,6,1,31,F,0,0
13640,73,26,1-73-2019-026-09,9,7,1,31,F,0,0
13640,73,26,1-73-2019-026-09,9,8,1,31,F,0,0
13630,11,43,1-11-2019-043-05,5,1,2,4,F,3,R
13643,12,28,1-12-2019-028-07,7,1,1,31,F,0,0
13630,11,43,1-11-2019-043-05,5,2,3,2,F,4,B
13636,77,43,1-77-2019-043-02,2,1,1,3,9,0,0
13638,77,45,1-77-2019-045-05,5,1,1,14,L,1,F
13638,77,45,1-77-2019-045-05,5,2,1,14,L,1,R
13654,32,52,1-32-2019-052-05,5,1,1,2,L,3,F
13656,52,17,1-52-2019-017-06,6,1,1,3,F,0,0
13656,52,17,1-52-2019-017-06,6,2,1,3,U,0,0
13656,52,17,1-52-2019-017-06,6,4,1,3,F,0,0
13656,52,17,1-52-2019-017-06,6,6,1,3,F,0,0
13656,52,17,1-52-2019-017-06,6,3,1,3,F,0,0
13656,52,17,1-52-2019-017-06,6,5,1,3,U,0,0
13642,28,22,1-28-2019-022-07,7,1,1,14,F,0,0
13642,28,22,1-28-2019-022-07,7,2,1,14,F,0,0
13642,28,22,1-28-2019-022-07,7,3,1,14,L,0,N
13642,28,22,1-28-2019-022-07,7,4,1,14,T,0,0
13658,16,27,1-16-2019-027-06,6,1,1,30,F,14,B
13658,16,27,1-16-2019-027-06,6,2,2,14,F,14,B
13644,48,24,1-48-2019-024-06,6,1,1,3,R,4,F
13644,48,24,1-48-2019-024-06,6,2,1,3,B,0,0
13644,48,24,1-48-2019-024-06,6,3,1,3,L,0,0
13652,59,36,1-59-2019-036-10,10,1,1,31,B,15,F
13655,32,53,1-32-2019-053-03,3,1,1,15,R,3,F
13655,32,53,1-32-2019-053-03,3,2,1,15,R,4,F
13655,32,53,1-32-2019-053-03,3,3,1,15,F,0,0
13645,48,25,1-48-2019-025-10,10,1,1,5,F,3,B
13660,31,27,1-31-2019-027-01,1,1,1,14,T,0,N
13605,29,44,1-29-2019-044-06,6,1,1,14,R,1,F
13646,54,24,1-54-2019-024-07,7,1,1,1,B,78,F
13661,19,26,1-19-2019-026-08,8,1,1,30,B,68,F
13647,54,25,1-54-2019-025-07,7,1,1,14,F,5,B
13657,16,26,1-16-2019-026-06,6,1,1,4,F,0,0
13665,66,27,1-66-2019-027-10,10,3,1,4,B,20,F
13665,66,27,1-66-2019-027-10,10,2,2,20,B,5,F
13665,66,27,1-66-2019-027-10,10,1,3,5,B,31,F
13667,22,45,1-22-2019-045-01,1,1,1,2,R,0,0
13667,22,45,1-22-2019-045-01,1,2,1,2,T,0,N
13671,17,48,1-17-2019-048-06,6,1,1,30,F,21,B
13670,17,47,1-17-2019-047-07,7,1,1,4,U,0,0
13668,22,46,1-22-2019-046-09,9,1,1,2,F,0,0
13668,22,46,1-22-2019-046-09,9,2,1,2,T,0,N
13678,17,50,1-17-2019-050-08,8,1,1,2,U,0,0
13678,17,50,1-17-2019-050-08,8,2,1,2,T,0,N
13666,66,28,1-66-2019-028-07,7,1,1,30,F,0,0
13666,66,28,1-66-2019-028-07,7,2,1,30,N,0,N
13688,20,24,1-20-2019-024-03,3,1,1,4,F,4,F
13688,20,24,1-20-2019-024-03,3,2,2,4,R,0,0
13681,33,45,1-33-2019-045-02,2,1,1,14,F,4,R
13669,22,47,1-22-2019-047-06,6,1,1,4,L,0,0
13669,22,47,1-22-2019-047-06,6,2,1,4,T,0,N
13689,30,45,1-30-2019-045-07,7,1,1,14,F,3,R
13692,21,40,1-21-2019-040-06,6,1,1,4,L,45,R
13692,21,40,1-21-2019-040-06,6,2,1,4,F,0,0
13692,21,40,1-21-2019-040-06,6,3,1,4,F,0,0
13694,21,42,1-21-2019-042-03,3,1,1,14,F,3,L
13685,26,50,1-26-2019-050-02,2,1,1,3,F,5,F
13685,26,50,1-26-2019-050-02,2,2,1,3,F,3,F
13685,26,50,1-26-2019-050-02,2,3,1,3,L,4,F
13685,26,50,1-26-2019-050-02,2,4,1,3,T,0,N
13685,26,50,1-26-2019-050-02,2,5,1,3,9,4,T
13685,26,50,1-26-2019-050-02,2,8,1,3,9,0,0
13692,21,40,1-21-2019-040-06,6,5,2,45,T,0,N
13692,21,40,1-21-2019-040-06,6,6,2,45,U,0,0
13692,21,40,1-21-2019-040-06,6,4,2,45,F,0,0
13682,33,46,1-33-2019-046-04,4,1,1,14,F,3,B
13685,26,50,1-26-2019-050-02,2,7,3,3,B,2,L
13685,26,50,1-26-2019-050-02,2,6,4,4,R,4,L
13682,33,46,1-33-2019-046-04,4,2,2,3,F,14,B
13677,29,49,1-29-2019-049-09,9,1,1,30,R,3,L
13677,29,49,1-29-2019-049-09,9,3,1,30,B,0,0
13677,29,49,1-29-2019-049-09,9,2,1,30,R,3,F
13677,29,49,1-29-2019-049-09,9,4,1,30,R,0,0
13690,30,46,1-30-2019-046-04,4,1,1,3,F,1,B
13682,33,46,1-33-2019-046-04,4,3,3,14,F,4,B
13683,33,47,1-33-2019-047-01,1,1,1,3,F,4,L
13683,33,47,1-33-2019-047-01,1,2,1,3,R,4,L
13683,33,47,1-33-2019-047-01,1,3,1,3,L,30,F
13683,33,47,1-33-2019-047-01,1,4,1,3,N,0,N
13664,14,26,1-14-2019-026-02,2,1,1,3,F,21,B
13691,30,47,1-30-2019-047-09,9,1,1,2,F,0,0
13691,30,47,1-30-2019-047-09,9,2,1,2,R,0,0
13686,26,51,1-26-2019-051-06,6,2,1,4,T,0,N
13686,26,51,1-26-2019-051-06,6,1,1,4,F,0,0
13675,29,47,1-29-2019-047-03,3,1,1,3,F,14,B
13695,25,30,1-25-2019-030-04,4,1,1,14,F,3,R
13684,15,35,1-15-2019-035-06,6,1,1,4,F,3,F
13679,18,24,1-18-2019-024-10,10,1,1,4,R,2,F
13679,18,24,1-18-2019-024-10,10,2,1,4,R,0,0
13662,27,26,1-27-2019-026-09,9,1,1,4,F,14,R
13662,27,26,1-27-2019-026-09,9,2,1,4,F,0,0
13663,27,27,1-27-2019-027-03,3,1,1,4,F,30,B
13663,27,27,1-27-2019-027-03,3,2,1,4,F,0,0
13693,21,41,1-21-2019-041-02,2,1,1,4,F,0,0
13693,21,41,1-21-2019-041-02,2,2,1,4,T,0,N
13693,21,41,1-21-2019-041-02,2,3,1,4,T,0,0
13698,32,54,1-32-2019-054-02,2,1,1,2,R,4,F
13698,32,54,1-32-2019-054-02,2,2,1,2,R,4,L
13673,13,36,1-13-2019-036-04,4,1,1,31,F,3,B
13701,10,22,1-10-2019-022-08,8,1,1,31,F,0,0
13701,10,22,1-10-2019-022-08,8,2,1,31,F,0,0
13701,10,22,1-10-2019-022-08,8,3,1,31,F,0,0
13701,10,22,1-10-2019-022-08,8,4,1,31,F,0,0
13701,10,22,1-10-2019-022-08,8,6,1,31,F,0,0
13701,10,22,1-10-2019-022-08,8,7,1,31,F,0,0
13701,10,22,1-10-2019-022-08,8,5,1,31,F,0,0
13674,13,37,1-13-2019-037-02,2,1,1,14,R,3,F
13696,11,46,1-11-2019-046-09,9,1,1,3,F,3,R
13705,25,31,1-25-2019-031-09,9,1,1,5,F,0,0
13704,29,50,1-29-2019-050-09,9,1,1,14,B,14,F
13707,59,37,1-59-2019-037-10,10,1,1,31,B,2,F
13708,77,46,1-77-2019-046-07,7,1,1,4,B,0,0
13709,26,53,1-26-2019-053-02,2,1,1,4,F,4,F
13697,28,23,1-28-2019-023-07,7,1,1,3,F,31,B
13697,28,23,1-28-2019-023-07,7,2,1,3,R,0,0
13697,28,23,1-28-2019-023-07,7,3,1,3,F,31,R
13721,73,27,1-73-2019-027-06,6,1,1,31,F,3,F
13713,11,48,1-11-2019-048-02,2,1,1,4,F,0,0
13713,11,48,1-11-2019-048-02,2,2,1,4,B,0,0
13713,11,48,1-11-2019-048-02,2,3,1,4,L,14,F
13713,11,48,1-11-2019-048-02,2,4,1,4,L,14,L
13715,24,51,1-24-2019-051-03,3,1,1,3,F,31,R
13713,11,48,1-11-2019-048-02,2,5,2,14,F,0,0
13712,11,47,1-11-2019-047-05,5,1,1,3,L,31,F
13723,28,24,1-28-2019-024-01,1,1,1,68,L,4,F
13716,24,52,1-24-2019-052-04,4,1,1,31,R,4,F
13716,24,52,1-24-2019-052-04,4,2,1,31,R,0,0
13713,11,48,1-11-2019-048-02,2,6,3,14,R,0,0
13717,24,53,1-24-2019-053-03,3,1,1,30,L,3,F
13714,11,49,1-11-2019-049-04,4,1,1,3,F,3,F
13714,11,49,1-11-2019-049-04,4,2,1,3,F,3,R
13729,25,32,1-25-2019-032-10,10,1,1,2,F,0,0
13729,25,32,1-25-2019-032-10,10,2,1,2,F,0,0
13728,48,26,1-48-2019-026-06,6,1,1,3,F,0,0
13728,48,26,1-48-2019-026-06,6,2,1,3,L,0,0
13725,12,30,1-12-2019-030-09,9,1,1,2,F,0,0
13719,77,48,1-77-2019-048-02,2,1,1,68,F,14,B
13719,77,48,1-77-2019-048-02,2,2,2,14,F,0,0
13718,77,47,1-77-2019-047-05,5,1,1,4,F,3,B
13724,12,29,1-12-2019-029-09,9,1,1,15,F,3,R
13737,66,29,1-66-2019-029-06,6,1,1,14,F,0,0
13737,66,29,1-66-2019-029-06,6,2,1,14,F,0,0
13733,76,21,1-76-2019-021-09,9,1,1,31,F,0,0
13731,52,18,1-52-2019-018-09,9,1,1,3,F,16,B
13727,10,24,1-10-2019-024-06,6,1,1,14,F,4,L
13734,32,55,1-32-2019-055-09,9,3,1,31,L,0,N
13734,32,55,1-32-2019-055-09,9,4,1,31,T,0,0
13734,32,55,1-32-2019-055-09,9,5,1,31,T,0,0
13734,32,55,1-32-2019-055-09,9,1,1,31,L,0,0
13734,32,55,1-32-2019-055-09,9,2,1,31,L,0,0
13736,32,57,1-32-2019-057-07,7,1,1,14,F,3,B
13741,16,29,1-16-2019-029-03,3,1,1,14,R,5,F
13739,32,58,1-32-2019-058-04,4,1,1,3,F,3,B
13739,32,58,1-32-2019-058-04,4,2,2,3,L,3,B
13739,32,58,1-32-2019-058-04,4,3,2,3,F,0,0
13726,10,23,1-10-2019-023-07,7,1,1,4,F,4,R
13726,10,23,1-10-2019-023-07,7,2,1,4,F,0,0
13740,31,28,1-31-2019-028-10,10,1,1,15,F,0,0
13740,31,28,1-31-2019-028-10,10,2,1,15,L,0,N
13738,59,38,1-59-2019-038-01,1,1,1,14,R,3,L
13738,59,38,1-59-2019-038-01,1,2,1,14,F,3,F
13738,59,38,1-59-2019-038-01,1,3,2,3,F,3,R
13744,27,28,1-27-2019-028-04,4,1,1,4,F,0,0
13742,14,27,1-14-2019-027-09,9,1,1,31,L,0,0
13738,59,38,1-59-2019-038-01,1,4,4,3,R,0,0
13745,19,27,1-19-2019-027-04,4,1,1,14,F,3,F
13743,14,28,1-14-2019-028-07,7,1,1,4,R,2,F
13746,19,28,1-19-2019-028-09,9,1,1,15,F,4,F
13759,17,53,1-17-2019-053-01,1,1,1,5,F,0,0
