CASEID,PSU,CASENO,CASENUMBER,DAMPLANE,CATEGORY,VEHNO,DVLONG,DVLAT,DVTOTAL,CRASHTYPE,PREFHE,MODELYR,BODYTYPE,BODYCAT,SPEEDLIMIT,CRITEVENT,CRASHCONF,DRUGTEST,ALCTESTRESULT,ALCTESTSRC
6315,13,9,1-13-2017-009-04,F,4,1,-6,-1,6,28,0,2007,4,1,48,52,D,0,998,8
6315,13,9,1-13-2017-009-04,B,4,2,6,-4,7,31,0,2015,4,1,48,53,D,0,995,0
6326,20,8,1-20-2017-008-09,F,9,1,-12,0,12,28,0,2005,4,1,56,52,D,0,995,0
6326,20,8,1-20-2017-008-09,B,9,2,14,2,14,29,0,2003,34,5,56,53,D,0,995,0
6321,22,11,1-22-2017-011-09,T,9,1,999,999,999,2,1,1998,14,3,80,5,A,0,995,0
6328,15,6,1-15-2017-006-03,F,3,1,999,999,999,68,0,2006,34,5,56,15,J,0,995,0
6328,15,6,1-15-2017-006-03,F,3,2,999,999,999,69,0,2016,4,1,56,62,J,0,995,0
6297,28,5,1-28-2017-005-08,F,8,1,-27,-10,29,7,1,2004,4,1,113,6,B,0,995,0
6331,30,13,1-30-2017-013-06,R,6,1,-6,-10,12,87,0,2005,14,3,40,17,L,0,995,0
6331,30,13,1-30-2017-013-06,F,6,2,-11,9,14,86,0,2009,6,1,40,66,L,0,995,0
6329,30,12,1-30-2017-012-05,F,5,1,-44,0,44,28,0,2008,4,1,105,52,D,0,0,2
6329,30,12,1-30-2017-012-05,B,5,2,25,0,25,29,0,2008,15,3,105,53,D,0,995,0
6329,30,12,1-30-2017-012-05,B,5,3,22,0,22,98,0,2013,14,3,105,53,M,0,995,0
6314,18,6,1-18-2017-006-10,F,10,1,-23,0,23,20,0,2007,4,1,56,50,D,0,995,0
6314,18,6,1-18-2017-006-10,B,10,2,20,-3,20,21,0,2003,14,3,56,53,D,0,995,0
6318,26,4,1-26-2017-004-09,F,9,1,999,999,999,14,1,2006,34,5,80,14,C,0,995,0
6340,14,7,1-14-2017-007-08,F,8,1,-24,0,24,20,0,1997,14,3,56,50,D,3,997,8
6340,14,7,1-14-2017-007-08,B,8,2,16,0,16,21,0,2003,34,5,56,53,D,0,995,0
6340,14,7,1-14-2017-007-08,B,8,3,999,999,999,98,0,2011,20,4,56,53,M,0,995,0
6343,28,6,1-28-2017-006-03,F,3,1,999,999,999,20,0,1999,63,8,56,50,D,0,995,0
6343,28,6,1-28-2017-006-03,B,3,2,999,999,999,22,0,2013,4,1,56,52,D,0,995,0
6346,23,10,1-23-2017-010-07,R,7,1,999,999,999,7,1,2012,4,1,89,9,B,0,995,0
6342,24,12,1-24-2017-012-03,L,3,1,0,21,21,89,0,2016,4,1,40,17,L,0,995,0
6342,24,12,1-24-2017-012-03,F,3,2,-18,-3,18,88,0,1993,34,5,40,66,L,0,995,0
6345,23,9,1-23-2017-009-03,F,3,1,-33,6,34,7,1,2016,4,1,89,12,B,0,995,0
6348,32,12,1-32-2017-012-07,F,7,1,-10,0,10,28,0,2007,4,1,64,52,D,0,995,0
6348,32,12,1-32-2017-012-07,F,7,2,-14,0,14,29,0,2010,4,1,64,53,D,0,995,0
6348,32,12,1-32-2017-012-07,B,7,3,18,0,18,98,0,2002,4,1,64,98,M,0,995,0
6347,32,11,1-32-2017-011-07,F,7,1,999,999,999,13,0,2012,6,1,48,83,C,0,995,0
6349,16,11,1-16-2017-011-02,F,2,1,-25,-14,29,68,0,2013,4,1,56,15,J,0,995,0
6349,16,11,1-16-2017-011-02,F,2,2,-26,9,27,69,0,2015,4,1,56,62,J,0,995,0
6350,16,12,1-16-2017-012-07,F,7,1,-16,6,17,82,0,2012,4,1,40,15,K,0,995,0
6350,16,12,1-16-2017-012-07,R,7,2,-13,-11,17,83,0,2010,14,3,32,67,K,0,995,0
6351,29,4,1-29-2017-004-07,L,7,1,-8,6,10,78,0,2008,4,1,40,5,K,0,995,0
6351,29,4,1-29-2017-004-07,F,7,2,-4,-4,6,79,0,2004,34,5,40,54,K,0,995,0
6353,17,12,1-17-2017-012-07,F,7,1,999,999,999,13,0,2008,20,4,89,87,C,0,995,0
6355,22,13,1-22-2017-013-06,F,6,1,-12,-2,12,2,1,2011,4,1,72,6,A,0,995,0
6359,33,9,1-33-2017-009-03,F,3,1,-21,0,21,3,1,2015,4,1,72,13,A,0,995,0
6360,33,10,1-33-2017-010-06,F,6,1,-31,0,31,20,0,2009,5,1,56,50,D,0,995,0
6356,22,14,1-22-2017-014-01,R,1,1,999,999,999,64,1,1996,34,5,97,5,I,3,997,8
6362,19,19,1-19-2017-019-06,F,6,1,-20,-4,20,64,1,2012,4,1,56,10,I,0,995,0
6362,19,19,1-19-2017-019-06,L,6,2,-31,11,33,65,0,1992,4,1,56,62,I,0,995,0
6363,19,20,1-19-2017-020-04,F,4,1,-19,0,19,28,0,2000,34,5,72,52,D,0,995,0
6363,19,20,1-19-2017-020-04,B,4,2,23,0,23,31,0,2015,20,4,72,53,D,0,995,0
6360,33,10,1-33-2017-010-06,B,6,2,19,0,19,21,0,1996,34,5,56,52,D,0,995,0
6367,12,7,1-12-2017-007-04,F,4,1,999,999,999,1,1,2017,4,1,56,13,A,0,995,0
6356,22,14,1-22-2017-014-01,F,1,2,999,999,999,65,1,2014,63,8,97,62,I,0,995,0
6354,21,6,1-21-2017-006-04,F,4,1,-17,6,18,69,0,2014,15,3,56,62,J,0,995,0
6354,21,6,1-21-2017-006-04,F,4,2,-20,-4,20,68,0,2006,14,3,56,15,J,0,995,0
6368,30,14,1-30-2017-014-07,L,7,1,999,999,999,78,0,2008,4,1,0,16,K,0,995,0
6368,30,14,1-30-2017-014-07,R,7,2,999,999,999,79,0,2003,34,5,72,65,K,0,995,0
6366,20,11,1-20-2017-011-01,T,1,1,999,999,999,12,0,2001,14,3,89,90,C,1,0,3
6372,20,12,1-20-2017-012-07,L,7,1,999,999,999,2,1,2012,4,1,89,6,A,0,995,0
6370,13,11,1-13-2017-011-08,F,8,1,-36,0,36,1,1,2007,6,1,97,11,A,0,995,0
6364,18,7,1-18-2017-007-02,F,2,1,-13,0,13,1,1,2015,4,1,89,13,A,1,0,2
6371,15,7,1-15-2017-007-02,F,2,1,999,999,999,20,0,2007,14,3,32,50,D,0,995,0
6371,15,7,1-15-2017-007-02,B,2,2,999,999,999,21,0,2015,14,3,32,53,D,0,995,0
6371,15,7,1-15-2017-007-02,B,2,3,999,999,999,98,0,2007,4,1,32,53,M,0,995,0
6375,24,13,1-24-2017-013-07,F,7,1,-37,-14,39,44,1,2008,4,1,80,9,F,0,995,0
6375,24,13,1-24-2017-013-07,L,7,2,24,14,28,45,0,1994,4,1,80,60,F,0,995,0
6344,10,5,1-10-2017-005-02,F,2,1,999,999,999,1,1,2013,15,3,48,13,A,0,997,8
6369,30,15,1-30-2017-015-04,F,4,1,-22,0,22,24,0,2015,6,1,105,51,D,0,995,0
6369,30,15,1-30-2017-015-04,T,4,2,999,999,999,25,0,2003,14,3,105,53,D,0,995,0
6377,26,6,1-26-2017-006-04,F,4,1,999,999,999,6,1,2015,4,1,40,12,B,3,97,1
6383,14,8,1-14-2017-008-08,F,8,1,999,999,999,1,1,2004,20,4,72,11,A,1,139,2
6385,23,12,1-23-2017-012-03,F,3,1,-13,-23,27,76,0,2016,4,1,72,15,K,0,995,0
6393,32,14,1-32-2017-014-04,F,4,1,-16,-9,19,24,0,2016,6,1,97,51,D,0,995,0
6385,23,12,1-23-2017-012-03,L,3,2,-10,12,15,77,0,2014,34,5,72,70,K,0,995,0
6393,32,14,1-32-2017-014-04,B,4,2,20,7,22,25,0,2003,4,1,97,53,D,0,995,0
6391,24,15,1-24-2017-015-05,F,5,1,999,999,999,93,0,2008,14,3,80,73,M,0,995,0
6391,24,15,1-24-2017-015-05,R,5,2,999,999,999,92,0,2001,66,8,0,20,M,0,995,0
6386,16,13,1-16-2017-013-09,T,9,1,999,999,999,64,1,2007,6,1,64,10,I,0,995,0
6386,16,13,1-16-2017-013-09,L,9,2,-16,6,17,65,0,2002,20,4,64,54,I,0,995,0
6392,32,13,1-32-2017-013-01,F,1,1,999,999,999,1,1,2003,16,3,113,13,A,3,210,2
6396,12,8,1-12-2017-008-03,R,3,1,-3,-14,14,68,0,2015,14,3,56,15,J,0,995,0
6396,12,8,1-12-2017-008-03,F,3,2,-13,-5,14,69,0,2013,34,5,72,62,J,0,995,0
6390,24,14,1-24-2017-014-01,F,1,1,999,999,999,51,0,2015,66,8,80,62,G,3,997,8
6390,24,14,1-24-2017-014-01,F,1,2,999,999,999,50,1,2010,4,1,80,10,G,1,0,3
6387,16,14,1-16-2017-014-06,F,6,1,-27,0,27,20,0,2004,14,3,89,50,D,0,995,0
6387,16,14,1-16-2017-014-06,B,6,2,29,0,29,21,0,2011,4,1,72,53,D,0,995,0
6387,16,14,1-16-2017-014-06,B,6,3,19,0,19,98,0,2003,14,3,89,53,M,0,995,0
6388,10,6,1-10-2017-006-03,L,3,1,999,999,999,6,1,2014,14,3,105,12,B,0,995,0
6394,19,21,1-19-2017-021-03,R,3,1,-3,-16,16,68,0,2013,4,1,72,15,J,0,995,0
6394,19,21,1-19-2017-021-03,F,3,2,-14,3,15,69,1,2001,15,3,72,62,J,0,995,0
6395,19,22,1-19-2017-022-02,R,2,1,18,-15,23,76,0,2013,14,3,0,15,K,0,995,0
6395,19,22,1-19-2017-022-02,F,2,2,-18,3,19,77,0,2008,14,3,72,70,K,0,995,0
6382,28,7,1-28-2017-007-03,B,3,1,29,0,29,98,1,2007,4,1,89,5,M,0,995,0
6382,28,7,1-28-2017-007-03,F,3,2,-23,4,23,98,1,2013,14,3,89,62,M,0,995,0
6397,29,5,1-29-2017-005-03,F,3,1,-13,0,13,20,0,2015,4,1,64,50,D,0,995,0
6397,29,5,1-29-2017-005-03,B,3,2,-13,0,13,21,0,2008,4,1,64,52,D,9,995,0
6397,29,5,1-29-2017-005-03,B,3,3,13,0,13,98,0,2005,4,1,64,53,M,9,995,0
6398,31,6,1-31-2017-006-07,L,7,1,-7,13,15,89,0,2002,20,4,48,17,L,0,995,0
6398,31,6,1-31-2017-006-07,F,7,2,-8,-7,11,88,0,2012,34,5,56,17,L,0,995,0
6402,33,12,1-33-2017-012-04,F,4,1,999,999,999,6,1,2004,4,1,89,12,B,9,998,8
6402,33,12,1-33-2017-012-04,R,4,2,999,999,999,98,0,2015,14,3,89,61,M,0,995,0
6384,23,11,1-23-2017-011-09,F,9,1,-26,-15,30,88,0,2003,4,1,89,66,L,0,995,0
6384,23,11,1-23-2017-011-09,L,9,2,-15,25,29,89,0,2004,2,1,89,17,L,0,995,0
6403,17,13,1-17-2017-013-03,F,3,1,-35,0,35,1,1,2014,34,5,105,13,A,1,97,2
6400,11,2,1-11-2017-002-07,F,7,1,-9,-2,9,98,1,2004,14,3,56,21,M,0,995,0
6400,11,2,1-11-2017-002-07,R,7,2,-10,-6,12,98,0,2010,4,1,56,98,M,0,995,0
6410,15,8,1-15-2017-008-03,F,3,1,999,999,999,11,1,2016,4,1,32,11,C,0,995,0
6408,13,12,1-13-2017-012-03,R,3,1,-20,-17,26,68,0,2017,4,1,64,15,J,0,995,0
6408,13,12,1-13-2017-012-03,F,3,2,-17,6,19,69,0,2014,14,3,64,62,J,0,995,0
6411,33,13,1-33-2017-013-07,F,7,1,-25,0,25,3,1,2009,2,1,89,13,A,0,995,0
6409,13,13,1-13-2017-013-05,F,5,1,999,999,999,24,0,2012,4,1,105,51,D,0,995,0
6409,13,13,1-13-2017-013-05,B,5,2,999,999,999,25,0,2015,14,3,105,53,D,0,995,0
6409,13,13,1-13-2017-013-05,B,5,3,15,0,15,98,0,2012,4,1,105,53,M,0,995,0
6404,21,7,1-21-2017-007-06,F,6,1,999,999,999,88,0,2008,1,1,56,66,L,0,995,0
6404,21,7,1-21-2017-007-06,L,6,2,999,999,999,89,0,1996,4,1,56,17,L,0,995,0
6407,22,16,1-22-2017-016-09,T,9,1,999,999,999,2,1,2000,4,1,105,6,A,9,995,0
6416,30,16,1-30-2017-016-09,F,9,1,999,999,999,6,1,1996,4,1,64,12,B,0,995,0
6412,22,17,1-22-2017-017-10,U,10,1,999,999,999,12,0,2010,4,1,89,90,C,0,995,0
6413,20,13,1-20-2017-013-01,F,1,1,999,999,999,1,1,2015,4,1,72,13,A,2,270,3
6405,18,8,1-18-2017-008-07,F,7,1,-11,-4,12,2,1,2011,4,1,72,5,A,0,995,0
6415,20,14,1-20-2017-014-04,F,4,1,-15,3,15,28,0,1992,3,1,72,52,D,0,995,0
6415,20,14,1-20-2017-014-04,B,4,2,9,0,9,29,0,2013,4,1,72,53,D,0,995,0
6389,10,7,1-10-2017-007-07,L,7,1,-18,3,18,11,1,2010,4,1,40,12,C,0,995,0
6418,26,7,1-26-2017-007-06,F,6,1,-12,-4,13,68,0,2008,14,3,48,15,J,0,995,0
6418,26,7,1-26-2017-007-06,L,6,2,-15,9,18,69,0,2010,4,1,48,62,J,0,995,0
6399,11,1,1-11-2017-001-06,L,6,1,999,999,999,47,1,2007,4,1,97,5,F,0,995,0
6399,11,1,1-11-2017-001-06,R,6,2,999,999,999,45,0,1990,16,3,97,60,F,0,995,0
6421,30,18,1-30-2017-018-07,R,7,1,-7,-18,20,68,0,2011,4,1,72,15,J,0,995,0
6421,30,18,1-30-2017-018-07,F,7,2,-16,3,16,69,0,2003,4,1,72,62,J,0,995,0
6427,10,8,1-10-2017-008-09,F,9,1,999,999,999,24,1,2000,4,1,64,51,D,0,995,0
6428,10,9,1-10-2017-009-09,L,9,1,-22,26,34,82,0,2006,14,3,56,15,K,0,995,0
6428,10,9,1-10-2017-009-09,F,9,2,-35,-13,38,83,0,1999,4,1,56,67,K,0,995,0
6430,32,15,1-32-2017-015-07,F,7,1,-14,11,18,82,0,2012,4,1,72,15,K,0,995,0
6430,32,15,1-32-2017-015-07,9,7,2,-15,-13,20,83,0,2006,4,1,72,72,K,0,995,0
6431,32,16,1-32-2017-016-07,F,7,1,-15,-3,15,20,0,2010,20,4,64,50,D,0,995,0
6431,32,16,1-32-2017-016-07,B,7,2,13,0,13,23,0,2015,34,5,64,53,D,0,995,0
6425,23,13,1-23-2017-013-03,B,3,1,20,4,21,25,0,2013,14,3,72,53,D,0,995,0
6425,23,13,1-23-2017-013-03,F,3,2,-31,-5,31,24,0,2015,4,1,72,51,D,0,995,0
6432,16,15,1-16-2017-015-07,L,7,1,999,999,999,89,0,2012,14,3,40,17,L,0,995,0
6432,16,15,1-16-2017-015-07,F,7,2,999,999,999,88,0,1993,34,5,56,66,L,0,995,0
6438,12,9,1-12-2017-009-06,F,6,1,-7,-8,11,76,0,2008,34,5,72,15,K,0,995,0
6438,12,9,1-12-2017-009-06,F,6,2,-16,13,21,77,0,2009,4,1,72,65,K,0,995,0
6423,11,3,1-11-2017-003-03,R,3,1,-3,-4,5,87,0,2016,34,5,72,66,L,0,995,0
6435,24,16,1-24-2017-016-03,F,3,1,-39,14,42,86,0,1996,34,5,72,17,L,0,995,0
6423,11,3,1-11-2017-003-03,F,3,2,-4,4,6,86,0,2012,14,3,72,17,L,0,995,0
6435,24,16,1-24-2017-016-03,R,3,2,-13,-36,39,87,0,2013,21,4,64,66,L,0,995,0
6435,24,16,1-24-2017-016-03,F,3,3,999,999,999,98,0,2003,20,4,64,66,M,0,995,0
6441,17,14,1-17-2017-014-04,F,4,1,-5,1,5,86,0,2001,4,1,56,17,L,0,995,0
6441,17,14,1-17-2017-014-04,R,4,2,-1,-5,5,87,0,2013,4,1,56,66,L,0,995,0
6442,21,8,1-21-2017-008-03,L,3,1,-14,12,18,82,0,2013,4,1,0,15,K,0,995,0
6442,21,8,1-21-2017-008-03,F,3,2,-11,-7,13,83,0,2005,14,3,64,72,K,0,995,0
6443,16,17,1-16-2017-017-03,F,3,1,-28,0,28,28,0,1996,4,1,89,52,D,0,995,0
6443,16,17,1-16-2017-017-03,B,3,2,18,0,18,29,0,2016,14,3,89,52,D,0,995,0
6443,16,17,1-16-2017-017-03,F,3,3,-16,0,16,98,0,2014,6,1,89,52,M,0,995,0
6443,16,17,1-16-2017-017-03,B,3,4,19,0,19,98,0,2005,4,1,89,52,M,0,995,0
6447,23,15,1-23-2017-015-10,F,10,1,999,999,999,2,1,1998,4,1,89,13,A,0,997,8
6449,22,19,1-22-2017-019-03,R,3,1,999,999,999,44,0,1997,66,8,40,55,F,0,995,0
6445,13,15,1-13-2017-015-03,F,3,1,-24,0,24,20,0,2015,4,1,105,50,D,0,995,0
6449,22,19,1-22-2017-019-03,L,3,2,999,999,999,45,0,2013,6,1,40,78,F,0,995,0
6445,13,15,1-13-2017-015-03,B,3,2,27,0,27,23,0,2010,5,1,105,53,D,0,995,0
6445,13,15,1-13-2017-015-03,B,3,3,999,999,999,98,0,2011,4,1,105,53,M,0,995,0
6451,33,14,1-33-2017-014-03,R,3,1,-12,-4,12,6,1,2014,34,5,89,12,B,0,995,0
6452,33,15,1-33-2017-015-03,F,3,1,-13,0,13,20,0,2014,4,1,56,50,D,0,995,0
6452,33,15,1-33-2017-015-03,B,3,2,11,0,11,21,0,1997,4,1,56,53,D,0,995,0
6439,19,23,1-19-2017-023-05,F,5,1,-15,-3,16,28,0,1993,34,5,72,52,D,0,995,0
6439,19,23,1-19-2017-023-05,B,5,2,20,-4,20,31,0,2012,4,1,72,53,D,0,995,0
6440,19,24,1-19-2017-024-08,T,8,1,999,999,999,89,0,2004,34,5,56,17,L,0,995,0
6440,19,24,1-19-2017-024-08,F,8,2,-22,-4,22,88,0,2003,4,1,72,66,L,0,995,0
6450,18,9,1-18-2017-009-06,F,6,2,999,999,999,1,1,2012,14,3,48,13,A,0,995,0
6448,22,18,1-22-2017-018-06,F,6,1,-42,0,42,50,1,2011,4,1,56,6,G,0,174,1
6444,13,14,1-13-2017-014-02,F,2,1,-16,0,16,51,0,2008,21,4,72,62,G,0,995,0
6444,13,14,1-13-2017-014-02,F,2,2,-19,0,19,50,1,2013,34,5,72,10,G,1,289,2
6455,20,16,1-20-2017-016-06,F,6,1,999,999,999,1,1,2011,4,1,105,13,A,1,0,2
6448,22,18,1-22-2017-018-06,F,6,2,-64,11,65,51,0,1994,2,1,56,62,G,0,22,2
6456,15,9,1-15-2017-009-03,L,3,1,999,999,999,78,0,2015,4,1,48,16,K,0,995,0
6457,26,9,1-26-2017-009-09,L,9,1,3,15,15,78,0,1997,4,1,72,16,K,0,995,0
6459,29,7,1-29-2017-007-04,F,4,1,999,999,999,82,0,2015,4,1,64,15,K,0,995,0
6459,29,7,1-29-2017-007-04,R,4,2,999,999,999,83,0,2013,2,1,64,72,K,0,995,0
6457,26,9,1-26-2017-009-09,F,9,2,-7,-1,7,79,0,2003,39,5,72,65,K,0,995,0
6458,20,15,1-20-2017-015-10,9,10,1,999,999,999,6,1,1986,34,5,105,12,B,0,995,0
6427,10,8,1-10-2017-008-09,B,9,2,999,999,999,25,1,2001,4,1,64,53,D,0,995,0
6424,11,4,1-11-2017-004-03,F,3,1,-16,0,16,28,0,2011,4,1,72,52,D,0,995,0
6424,11,4,1-11-2017-004-03,F,3,2,999,999,999,29,0,2015,2,1,72,53,D,0,995,0
6424,11,4,1-11-2017-004-03,B,3,3,999,999,999,98,0,9999,99,10,72,53,M,0,995,0
6462,14,10,1-14-2017-010-07,F,7,1,999,999,999,50,1,2014,80,9,89,10,G,0,995,0
6462,14,10,1-14-2017-010-07,F,7,2,999,999,999,51,0,2012,6,1,89,62,G,0,995,0
6465,30,19,1-30-2017-019-07,F,7,1,-24,-29,37,68,0,2004,4,1,64,15,J,0,995,0
6465,30,19,1-30-2017-019-07,F,7,2,-18,3,18,69,0,2009,34,5,64,62,J,0,995,0
6464,24,18,1-24-2017-018-10,F,10,1,999,999,999,28,0,2007,34,5,80,52,D,0,995,0
6456,15,9,1-15-2017-009-03,R,3,2,999,999,999,79,0,2013,78,8,48,65,K,0,995,0
6464,24,18,1-24-2017-018-10,B,10,2,999,999,999,29,1,9999,9,1,80,53,D,9,998,8
6466,30,20,1-30-2017-020-03,F,3,1,999,999,999,20,0,1999,34,5,64,50,D,0,995,0
6466,30,20,1-30-2017-020-03,B,3,2,999,999,999,21,0,2013,6,1,64,53,D,0,995,0
6327,20,9,1-20-2017-009-03,F,3,1,999,999,999,88,8,9999,4,1,64,99,L,8,887,6
6327,20,9,1-20-2017-009-03,L,3,2,999,999,999,89,0,2015,4,1,40,67,L,0,995,0
6429,28,8,1-28-2017-008-01,F,1,1,999,999,999,1,1,2003,14,3,89,11,A,1,0,4
6475,12,10,1-12-2017-010-02,L,2,1,4,7,8,90,0,2014,4,1,64,17,L,0,995,0
6475,12,10,1-12-2017-010-02,R,2,2,-8,-3,8,90,0,2013,4,1,64,66,L,0,995,0
6474,24,20,1-24-2017-020-02,F,2,1,-10,-9,13,88,0,2008,4,1,40,17,L,0,995,0
6474,24,20,1-24-2017-020-02,L,2,2,-7,9,11,89,0,2015,4,1,40,66,L,0,995,0
6473,24,19,1-24-2017-019-02,L,2,1,999,999,999,64,1,2007,4,1,80,10,I,0,995,0
6473,24,19,1-24-2017-019-02,L,2,2,999,999,999,65,0,2017,4,1,80,62,I,0,0,2
6477,14,11,1-14-2017-011-02,F,2,1,-10,-12,15,68,0,2005,4,1,105,15,J,0,995,0
6477,14,11,1-14-2017-011-02,R,2,2,-5,-13,14,69,0,2014,14,3,105,62,J,0,995,0
6477,14,11,1-14-2017-011-02,F,2,3,-12,7,13,98,0,2008,20,4,105,66,M,0,995,0
6483,32,17,1-32-2017-017-06,F,6,1,-17,-3,17,24,1,2011,4,1,105,51,D,0,995,0
6483,32,17,1-32-2017-017-06,L,6,2,999,999,999,25,0,2011,4,1,105,53,D,0,995,0
6484,32,18,1-32-2017-018-10,L,10,1,999,999,999,82,0,2006,21,4,80,15,K,0,995,0
6484,32,18,1-32-2017-018-10,F,10,2,999,999,999,83,0,2006,6,1,80,67,K,0,995,0
6485,23,17,1-23-2017-017-04,L,4,1,-6,10,11,82,0,2003,20,4,89,15,K,0,995,0
6485,23,17,1-23-2017-017-04,F,4,2,-11,9,14,83,1,2015,2,1,89,67,K,0,995,0
6486,16,18,1-16-2017-018-05,F,5,1,999,999,999,2,1,2010,4,1,48,13,A,2,324,2
6487,16,19,1-16-2017-019-07,L,7,1,-7,1,7,64,0,2016,4,1,40,52,I,0,995,0
6487,16,19,1-16-2017-019-07,L,7,2,-6,2,6,65,0,2010,4,1,40,18,I,0,995,0
6489,27,2,1-27-2017-002-03,F,3,1,999,999,999,6,1,2013,4,1,40,12,B,9,0,2
6495,21,9,1-21-2017-009-03,F,3,1,-13,2,13,20,0,2006,4,1,56,50,D,0,995,0
6499,29,8,1-29-2017-008-06,F,6,1,999,999,999,1,1,2011,34,5,999,13,A,9,998,8
6495,21,9,1-21-2017-009-03,B,3,2,11,2,11,22,0,2014,4,1,56,53,D,0,995,0
6505,31,7,1-31-2017-007-04,F,4,1,-10,8,13,82,0,2000,34,5,89,15,K,0,995,0
6501,22,21,1-22-2017-021-03,R,3,1,999,999,999,2,1,2015,14,3,105,6,A,9,995,0
6505,31,7,1-31-2017-007-04,R,4,2,-8,-6,10,83,1,2016,34,5,89,67,K,0,995,0
6492,17,15,1-17-2017-015-04,F,4,1,-10,-8,13,7,1,2013,4,1,48,8,B,0,995,0
6492,17,15,1-17-2017-015-04,L,4,2,-1,3,3,98,1,2013,4,1,48,6,M,0,995,0
6492,17,15,1-17-2017-015-04,F,4,3,-9,3,9,98,0,2014,4,1,48,50,M,0,995,0
6492,17,15,1-17-2017-015-04,F,4,4,999,999,999,98,0,2005,4,1,48,50,M,0,995,0
6497,19,25,1-19-2017-025-05,F,5,1,-23,0,23,28,0,2012,4,1,72,52,D,0,995,0
6497,19,25,1-19-2017-025-05,B,5,2,16,0,16,31,0,2008,34,5,72,53,D,0,995,0
6476,28,9,1-28-2017-009-06,F,6,1,-10,0,10,28,0,2009,6,1,56,52,D,0,995,0
6476,28,9,1-28-2017-009-06,B,6,2,13,0,13,29,0,2010,14,3,56,53,D,0,995,0
6476,28,9,1-28-2017-009-06,B,6,3,14,0,14,98,0,2013,4,1,56,53,M,0,995,0
6500,22,20,1-22-2017-020-09,F,9,1,-9,-3,10,88,0,2000,15,3,40,66,L,0,995,0
6510,33,16,1-33-2017-016-05,R,5,1,999,999,999,7,1,2010,15,3,72,6,B,9,998,8
6500,22,20,1-22-2017-020-09,L,9,2,0,13,13,89,0,1999,20,4,40,66,L,0,995,0
6498,19,26,1-19-2017-026-05,F,5,1,-14,8,16,86,0,1999,14,3,80,17,L,0,995,0
6498,19,26,1-19-2017-026-05,R,5,2,-13,-5,14,87,0,2011,14,3,80,66,L,0,995,0
6508,20,17,1-20-2017-017-04,F,4,1,-20,3,20,20,0,1992,4,1,64,50,D,0,995,0
6493,13,16,1-13-2017-016-04,L,4,1,-3,19,19,48,1,2013,4,1,97,10,F,0,995,0
6493,13,16,1-13-2017-016-04,F,4,2,-17,-6,18,48,0,2012,4,1,97,61,F,0,995,0
6507,15,10,1-15-2017-010-02,F,2,1,999,999,999,7,1,2017,14,3,56,6,B,0,995,0
6508,20,17,1-20-2017-017-04,B,4,2,14,0,14,21,0,2014,14,3,64,52,D,0,995,0
6511,33,17,1-33-2017-017-03,F,3,1,999,999,999,88,0,2016,4,1,40,17,L,0,995,0
6511,33,17,1-33-2017-017-03,L,3,2,999,999,999,89,0,2001,34,5,40,66,L,0,995,0
6509,20,18,1-20-2017-018-08,F,8,1,999,999,999,2,1,1995,34,5,56,8,A,2,0,2
6482,10,11,1-10-2017-011-03,F,3,1,-12,0,12,2,1,2016,2,1,89,6,A,0,995,0
6503,30,22,1-30-2017-022-02,F,2,1,-16,0,16,4,1,2013,34,5,64,8,A,1,0,2
6504,18,10,1-18-2017-010-09,T,9,1,999,999,999,2,1,2002,34,5,89,5,A,0,995,0
6515,30,21,1-30-2017-021-06,L,6,1,5,3,5,72,0,2007,20,4,56,15,J,0,995,0
6515,30,21,1-30-2017-021-06,F,6,2,999,999,999,73,0,2011,6,1,56,61,J,0,995,0
6490,11,5,1-11-2017-005-02,B,2,1,999,999,999,21,0,2007,14,3,72,53,D,0,995,0
6490,11,5,1-11-2017-005-02,F,2,2,999,999,999,20,0,2013,4,1,72,50,D,0,995,0
6513,13,18,1-13-2017-018-03,F,3,1,-7,0,7,28,0,2012,6,1,72,52,D,0,995,0
6513,13,18,1-13-2017-018-03,F,3,2,-20,0,20,29,0,2013,4,1,72,53,D,0,995,0
6513,13,18,1-13-2017-018-03,B,3,3,12,0,12,98,0,2001,34,5,72,53,M,0,995,0
6496,26,10,1-26-2017-010-06,F,6,1,-11,-20,23,88,0,2012,2,1,40,17,L,0,995,0
6496,26,10,1-26-2017-010-06,L,6,2,-19,11,22,89,0,2008,4,1,64,66,L,0,995,0
6516,23,18,1-23-2017-018-03,F,3,1,999,999,999,20,0,2004,63,8,89,50,D,0,995,0
6516,23,18,1-23-2017-018-03,B,3,2,999,999,999,21,0,2015,4,1,89,53,D,0,995,0
6488,25,4,1-25-2017-004-03,F,3,1,-23,0,23,20,0,2014,14,3,48,50,D,0,995,0
6488,25,4,1-25-2017-004-03,B,3,2,20,0,20,21,0,2010,20,4,48,52,D,0,995,0
6488,25,4,1-25-2017-004-03,B,3,3,16,0,16,98,0,2004,14,3,48,53,M,0,995,0
6488,25,4,1-25-2017-004-03,B,3,4,16,0,16,98,0,2015,4,1,48,53,M,0,995,0
6528,16,21,1-16-2017-021-05,L,5,1,-12,21,25,68,0,2008,4,1,32,15,J,0,995,0
6528,16,21,1-16-2017-021-05,F,5,2,-22,4,22,69,0,2006,4,1,56,67,J,0,995,0
